osm_id;ort;plz;bundesland;eintrag
62363;Greifswald;17489;Mecklenburg-Vorpommern;Weltklasse
62363;Greifswald;17491;Mecklenburg-Vorpommern;Weltklasse
62363;Greifswald;17493;Mecklenburg-Vorpommern;Weltklasse
935187;Greiling;83677;Bayern;Weltklasse
1256084;Greimerath;54314;Rheinland-Pfalz;Weltklasse
1258879;Greimerath;54533;Rheinland-Pfalz;Weltklasse
1259308;Greimersburg;56814;Rheinland-Pfalz;Weltklasse
1277199;Greiz;07973;Thüringen;Weltklasse
382420;Gremersdorf;23758;Schleswig-Holstein;Weltklasse
372342;Gremersdorf-Buchholz;18461;Mecklenburg-Vorpommern;Weltklasse
1016524;Gremsdorf;91350;Bayern;Weltklasse
1269723;Grenderich;56858;Rheinland-Pfalz;Weltklasse
2787902;Grenzach-Wyhlen;79639;Baden-Württemberg;Weltklasse
1451605;Gresse;19258;Mecklenburg-Vorpommern;Weltklasse
1809681;Grethem;29690;Niedersachsen;Weltklasse
318261;Grettstadt;97508;Bayern;Weltklasse
2778496;Greußen;99718;Thüringen;Weltklasse
181147;Greußenheim;97259;Bayern;Weltklasse
155710;Greven;48268;Nordrhein-Westfalen;Weltklasse
1451542;Greven;19258;Mecklenburg-Vorpommern;Weltklasse
168489;Grevenbroich;41515;Nordrhein-Westfalen;Weltklasse
168489;Grevenbroich;41516;Nordrhein-Westfalen;Weltklasse
168489;Grevenbroich;41517;Nordrhein-Westfalen;Weltklasse
447346;Grevenkop;25361;Schleswig-Holstein;Weltklasse
548518;Grevenkrug;24241;Schleswig-Holstein;Weltklasse
1481616;Grevesmühlen;23936;Mecklenburg-Vorpommern;Weltklasse
448709;Gribbohm;25596;Schleswig-Holstein;Weltklasse
1433742;Gribow;17506;Mecklenburg-Vorpommern;Weltklasse
1245115;Griebelschied;55608;Rheinland-Pfalz;Weltklasse
1479213;Grieben;23936;Mecklenburg-Vorpommern;Weltklasse
2410085;Griefstedt;99638;Thüringen;Weltklasse
1246456;Gries;66903;Rheinland-Pfalz;Weltklasse
452418;Griesheim;64347;Hessen;Weltklasse
937794;Griesingen;89608;Baden-Württemberg;Weltklasse
2186923;Griesstätt;83556;Bayern;Weltklasse
1257086;Grimburg;54413;Rheinland-Pfalz;Weltklasse
422342;Grimma;04668;Sachsen;Weltklasse
1273313;Grimmelshausen;98660;Thüringen;Weltklasse
372330;Grimmen;18507;Mecklenburg-Vorpommern;Weltklasse
1463076;Grinau;23847;Schleswig-Holstein;Weltklasse
1427905;Grischow;17089;Mecklenburg-Vorpommern;Weltklasse
2179164;Grobengereuth;07389;Thüringen;Weltklasse
933494;Gröbenzell;82194;Bayern;Weltklasse
1420557;Gröde;25869;Schleswig-Holstein;Weltklasse
1303788;Gröden;04932;Brandenburg;Weltklasse
1147205;Grödersby;24376;Schleswig-Holstein;Weltklasse
1147205;Grödersby;24399;Schleswig-Holstein;Weltklasse
551077;Gröditz;01609;Sachsen;Weltklasse
420242;Groitzsch;04539;Sachsen;Weltklasse
1245778;Grolsheim;55459;Rheinland-Pfalz;Weltklasse
935833;Grömbach;72294;Baden-Württemberg;Weltklasse
935833;Grömbach;72297;Baden-Württemberg;Weltklasse
382428;Grömitz;23743;Schleswig-Holstein;Weltklasse
162865;Gronau;48599;Nordrhein-Westfalen;Weltklasse
1168898;Gronau;31028;Niedersachsen;Weltklasse
1286654;Gröningen;39397;Sachsen-Anhalt;Weltklasse
454196;Grönwohld;22956;Schleswig-Holstein;Weltklasse
1125640;Gröpelingen;28237;Bremen;Weltklasse
1125640;Gröpelingen;28239;Bremen;Weltklasse
409215;Gropiusstadt;12351;Berlin;Weltklasse
409215;Gropiusstadt;12353;Berlin;Weltklasse
409215;Gropiusstadt;12357;Berlin;Weltklasse
935175;Großaitingen;86845;Bayern;Weltklasse
549413;Großalmerode;37247;Hessen;Weltklasse
387530;Großbardorf;97633;Bayern;Weltklasse
310393;Großbarkau;24245;Schleswig-Holstein;Weltklasse
2400529;Großbartloff;37359;Thüringen;Weltklasse
55769;Großbeeren;14979;Brandenburg;Weltklasse
55769;Großbeeren;15831;Brandenburg;Weltklasse
2007856;Groß Berßen;49777;Niedersachsen;Weltklasse
2796104;Großbettlingen;72663;Baden-Württemberg;Weltklasse
452422;Groß-Bieberau;64395;Hessen;Weltklasse
452422;Groß-Bieberau;64401;Hessen;Weltklasse
2778371;Großbockedra;07646;Thüringen;Weltklasse
1463289;Groß Boden;23847;Schleswig-Holstein;Weltklasse
405257;Großbottwar;71723;Baden-Württemberg;Weltklasse
1263903;Großbreitenbach;98701;Thüringen;Weltklasse
2410086;Großbrembach;99610;Thüringen;Weltklasse
553475;Groß Buchwald;24582;Schleswig-Holstein;Weltklasse
1250672;Großbundenbach;66501;Rheinland-Pfalz;Weltklasse
1327477;Großderschau;16845;Brandenburg;Weltklasse
1469272;Groß Disnack;23911;Schleswig-Holstein;Weltklasse
1310452;Groß Düben;02953;Sachsen;Weltklasse
1310452;Groß Düben;02959;Sachsen;Weltklasse
1309634;Großdubrau;02694;Sachsen;Weltklasse
898632;Großefehn;26629;Niedersachsen;Weltklasse
387518;Großeibstadt;97633;Bayern;Weltklasse
2779242;Grosselfingen;72415;Baden-Württemberg;Weltklasse
423225;Großenaspe;24623;Schleswig-Holstein;Weltklasse
382418;Großenbrode;23775;Schleswig-Holstein;Weltklasse
2388887;Großenehrich;99718;Thüringen;Weltklasse
2902533;Großengottern;99991;Thüringen;Weltklasse
551159;Großenhain;01558;Sachsen;Weltklasse
551159;Großenhain;01561;Sachsen;Weltklasse
1186883;Großenkneten;26197;Niedersachsen;Weltklasse
454875;Großenlüder;36137;Hessen;Weltklasse
939795;Großenrade;25712;Schleswig-Holstein;Weltklasse
454251;Großensee;22946;Schleswig-Holstein;Weltklasse
2889812;Großensee;99837;Thüringen;Weltklasse
1016520;Großenseebach;91091;Bayern;Weltklasse
2788943;Großenstein;07580;Thüringen;Weltklasse
1156036;Großenwiehe;24969;Schleswig-Holstein;Weltklasse
444946;Großenwörden;21712;Niedersachsen;Weltklasse
404653;Großerlach;71577;Baden-Württemberg;Weltklasse
2458296;Großeutersdorf;07768;Thüringen;Weltklasse
2817259;Großfahner;99100;Thüringen;Weltklasse
1252451;Großfischlingen;67483;Rheinland-Pfalz;Weltklasse
444535;Groß-Gerau;64521;Hessen;Weltklasse
449896;Groß Godems;19372;Mecklenburg-Vorpommern;Weltklasse
1099844;Groß Grönau;23627;Schleswig-Holstein;Weltklasse
1016394;Großhabersdorf;90613;Bayern;Weltklasse
454195;Großhansdorf;22927;Schleswig-Holstein;Weltklasse
310413;Großharrie;24625;Schleswig-Holstein;Weltklasse
1307623;Großharthau;01909;Sachsen;Weltklasse
416497;Großhartmannsdorf;09618;Sachsen;Weltklasse
898630;Großheide;26532;Niedersachsen;Weltklasse
956866;Großheirath;96269;Bayern;Weltklasse
2856444;Großheringen;99518;Thüringen;Weltklasse
394449;Großheubach;63920;Bayern;Weltklasse
453835;Großholbach;56412;Rheinland-Pfalz;Weltklasse
2012320;Groß Ippener;27243;Niedersachsen;Weltklasse
1113749;Großkampenberg;54619;Rheinland-Pfalz;Weltklasse
1249743;Großkarlbach;67229;Rheinland-Pfalz;Weltklasse
2186924;Großkarolinenfeld;83109;Bayern;Weltklasse
1424157;Groß Kelle;17207;Mecklenburg-Vorpommern;Weltklasse
1433756;Groß Kiesow;17495;Mecklenburg-Vorpommern;Weltklasse
1314223;Großkmehlen;01990;Brandenburg;Weltklasse
374165;Groß Kordshagen;18442;Mecklenburg-Vorpommern;Weltklasse
1389638;Groß Köris;15746;Brandenburg;Weltklasse
1451589;Groß Krams;19230;Mecklenburg-Vorpommern;Weltklasse
966648;Groß Kreutz (Havel);14550;Brandenburg;Weltklasse
535940;Großkrotzenburg;63538;Hessen;Weltklasse
423149;Groß Kummerfeld;24626;Schleswig-Holstein;Weltklasse
1451501;Groß Laasch;19288;Mecklenburg-Vorpommern;Weltklasse
1108077;Großlangenfeld;54608;Rheinland-Pfalz;Weltklasse
283613;Großlangheim;97320;Bayern;Weltklasse
1384799;Groß Lindow;15295;Brandenburg;Weltklasse
1258884;Großlittgen;54534;Rheinland-Pfalz;Weltklasse
2778372;Großlöbichau;07751;Thüringen;Weltklasse
2400517;Großlohra;99759;Thüringen;Weltklasse
1410896;Groß Luckow;17337;Mecklenburg-Vorpommern;Weltklasse
444329;Großmaischeid;56276;Rheinland-Pfalz;Weltklasse
1079022;Groß Meckelsen;27419;Niedersachsen;Weltklasse
943559;Großmehring;85098;Bayern;Weltklasse
1419918;Groß Miltzow;17349;Mecklenburg-Vorpommern;Weltklasse
371517;Groß Mohrdorf;18445;Mecklenburg-Vorpommern;Weltklasse
2411316;Großmölsen;99198;Thüringen;Weltklasse
1444876;Groß Molzahn;19217;Mecklenburg-Vorpommern;Weltklasse
1307643;Großnaundorf;01936;Sachsen;Weltklasse
1419896;Groß Nemerow;17094;Mecklenburg-Vorpommern;Weltklasse
2410088;Großneuhausen;99625;Thüringen;Weltklasse
422693;Großniedesheim;67259;Rheinland-Pfalz;Weltklasse
422732;Groß Niendorf;23816;Schleswig-Holstein;Weltklasse
443283;Groß Nordende;25436;Schleswig-Holstein;Weltklasse
2856445;Großobringen;99439;Thüringen;Weltklasse
1382927;Groß Oesingen;29393;Niedersachsen;Weltklasse
444135;Groß Offenseth-Aspern;25355;Schleswig-Holstein;Weltklasse
422392;Großolbersdorf;09429;Sachsen;Weltklasse
422392;Großolbersdorf;09432;Sachsen;Weltklasse
422392;Großolbersdorf;09434;Sachsen;Weltklasse
534355;Großostheim;63762;Bayern;Weltklasse
1467514;Groß Pampau;21493;Schleswig-Holstein;Weltklasse
1289796;Groß Pankow (Prignitz);16928;Brandenburg;Weltklasse
1424301;Groß Plasten;17192;Mecklenburg-Vorpommern;Weltklasse
1433747;Groß Polzin;17390;Mecklenburg-Vorpommern;Weltklasse
283733;Großpösna;04463;Sachsen;Weltklasse
1309675;Großpostwitz/O.L.;02692;Sachsen;Weltklasse
1275648;Großpürschütz;07751;Thüringen;Weltklasse
1352952;Groß Quenstedt;38822;Sachsen-Anhalt;Weltklasse
1314217;Großräschen;01983;Brandenburg;Weltklasse
1157539;Groß Rheide;24872;Schleswig-Holstein;Weltklasse
319196;Großrinderfeld;97950;Baden-Württemberg;Weltklasse
1996947;Groß Roge;17166;Mecklenburg-Vorpommern;Weltklasse
537047;Groß-Rohrheim;68649;Hessen;Weltklasse
2321798;Großröhrsdorf;01900;Sachsen;Weltklasse
442926;Groß Rönnau;23795;Schleswig-Holstein;Weltklasse
1184874;Großrosseln;66352;Saarland;Weltklasse
422289;Großrückerswalde;09518;Sachsen;Weltklasse
2411296;Großrudestedt;99195;Thüringen;Weltklasse
1469216;Groß Sarau;23627;Schleswig-Holstein;Weltklasse
1322607;Groß Schacksdorf-Simmersdorf;03149;Brandenburg;Weltklasse
1463078;Groß Schenkenberg;23860;Schleswig-Holstein;Weltklasse
415999;Großschirma;09603;Sachsen;Weltklasse
418124;Großschönau;02779;Sachsen;Weltklasse
418124;Großschönau;02799;Sachsen;Weltklasse
2856994;Großschwabhausen;99441;Thüringen;Weltklasse
422761;Großschweidnitz;02708;Sachsen;Weltklasse
1964340;Groß Schwiesow;18276;Mecklenburg-Vorpommern;Weltklasse
451705;Großseifen;56472;Rheinland-Pfalz;Weltklasse
1479255;Groß Siemz;23923;Mecklenburg-Vorpommern;Weltklasse
1149276;Großsolt;24991;Schleswig-Holstein;Weltklasse
1250688;Großsteinhausen;66484;Rheinland-Pfalz;Weltklasse
1504825;Groß Stieten;23972;Mecklenburg-Vorpommern;Weltklasse
1427906;Groß Teetzleben;17091;Mecklenburg-Vorpommern;Weltklasse
1303790;Großthiemig;04932;Brandenburg;Weltklasse
1446662;Groß Twülpstedt;38464;Niedersachsen;Weltklasse
452389;Groß-Umstadt;64823;Hessen;Weltklasse
1267902;Großvargula;99958;Thüringen;Weltklasse
548547;Groß Vollstedt;24802;Schleswig-Holstein;Weltklasse
395324;Großwallstadt;63868;Bayern;Weltklasse
939364;Großweil;82439;Bayern;Weltklasse
415410;Großweitzschen;04720;Sachsen;Weltklasse
550773;Groß Wittensee;24361;Schleswig-Holstein;Weltklasse
1979184;Groß Wokern;17166;Mecklenburg-Vorpommern;Weltklasse
1310081;Großwoltersdorf;16775;Brandenburg;Weltklasse
2029538;Groß Wüstenfelde;17168;Mecklenburg-Vorpommern;Weltklasse
452394;Groß-Zimmern;64846;Hessen;Weltklasse
1395343;Grothusenkoog;25836;Schleswig-Holstein;Weltklasse
1467347;Grove;21493;Schleswig-Holstein;Weltklasse
949290;Groven;25774;Schleswig-Holstein;Weltklasse
1273260;Grub;98530;Thüringen;Weltklasse
956863;Grub a.Forst;96271;Bayern;Weltklasse
382424;Grube;23749;Schleswig-Holstein;Weltklasse
2793120;Gruibingen;73344;Baden-Württemberg;Weltklasse
1246770;Grumbach;67745;Rheinland-Pfalz;Weltklasse
151937;Grünau;12527;Berlin;Weltklasse
443864;Grünbach;08223;Sachsen;Weltklasse
418613;Grünberg;35305;Hessen;Weltklasse
535927;Gründau;63584;Hessen;Weltklasse
1149281;Grundhof;24977;Schleswig-Holstein;Weltklasse
2828857;Grundsheim;89613;Baden-Württemberg;Weltklasse
422317;Grünebach;57520;Rheinland-Pfalz;Weltklasse
959861;Grünenbach;88167;Bayern;Weltklasse
279222;Grünendeich;21720;Niedersachsen;Weltklasse
55742;Grunewald;10711;Berlin;Weltklasse
55742;Grunewald;14055;Berlin;Weltklasse
55742;Grunewald;14193;Berlin;Weltklasse
55742;Grunewald;14195;Berlin;Weltklasse
55742;Grunewald;14199;Berlin;Weltklasse
1314281;Grünewald;01945;Brandenburg;Weltklasse
419005;Grünhain-Beierfeld;08344;Sachsen;Weltklasse
422307;Grünhainichen;09579;Sachsen;Weltklasse
1384848;Grünheide (Mark);15537;Brandenburg;Weltklasse
2808300;Grünkraut;88287;Baden-Württemberg;Weltklasse
1334112;Grünow;17291;Brandenburg;Weltklasse
1419604;Grünow;17237;Mecklenburg-Vorpommern;Weltklasse
1384833;Grunow-Dammendorf;15299;Brandenburg;Weltklasse
319197;Grünsfeld;97947;Baden-Württemberg;Weltklasse
907049;Grünstadt;67269;Rheinland-Pfalz;Weltklasse
415806;Grünwald;82031;Bayern;Weltklasse
415806;Grünwald;82064;Bayern;Weltklasse
55190;Gschwend;74417;Baden-Württemberg;Weltklasse
2186925;Gstadt am Chiemsee;83257;Bayern;Weltklasse
1351322;Guben;03172;Brandenburg;Weltklasse
557143;Güby;24357;Schleswig-Holstein;Weltklasse
535008;Guckheim;56459;Rheinland-Pfalz;Weltklasse
537143;Gückingen;65558;Rheinland-Pfalz;Weltklasse
418220;Gudendorf;25693;Schleswig-Holstein;Weltklasse
452195;Gudensberg;34281;Hessen;Weltklasse
444925;Guderhandviertel;21720;Niedersachsen;Weltklasse
1474024;Gudow;23899;Schleswig-Holstein;Weltklasse
2808130;Guggenhausen;88379;Baden-Württemberg;Weltklasse
410517;Güglingen;74363;Baden-Württemberg;Weltklasse
1322839;Guhrow;03096;Brandenburg;Weltklasse
1243997;Guldental;55452;Rheinland-Pfalz;Weltklasse
1289791;Gülitz-Reetz;19348;Brandenburg;Weltklasse
415011;Güllesheim;56593;Rheinland-Pfalz;Weltklasse
1427895;Gültz;17089;Mecklenburg-Vorpommern;Weltklasse
1427701;Gülzow;17153;Mecklenburg-Vorpommern;Weltklasse
1469077;Gülzow;21483;Schleswig-Holstein;Weltklasse
1959688;Gülzow-Prüzen;18276;Mecklenburg-Vorpommern;Weltklasse
1248624;Gumbsheim;55597;Rheinland-Pfalz;Weltklasse
173858;Gummersbach;51643;Nordrhein-Westfalen;Weltklasse
173858;Gummersbach;51645;Nordrhein-Westfalen;Weltklasse
173858;Gummersbach;51647;Nordrhein-Westfalen;Weltklasse
2748749;Gumperda;07768;Thüringen;Weltklasse
1289820;Gumtow;16866;Brandenburg;Weltklasse
1289820;Gumtow;16928;Brandenburg;Weltklasse
1970196;Gundelfingen;79194;Baden-Württemberg;Weltklasse
956778;Gundelfingen a.d.Donau;89423;Bayern;Weltklasse
162490;Gundelsheim;96163;Bayern;Weltklasse
409714;Gundelsheim;74831;Baden-Württemberg;Weltklasse
1075154;Gunderath;56767;Rheinland-Pfalz;Weltklasse
1248790;Gundersheim;67598;Rheinland-Pfalz;Weltklasse
1253977;Gundersweiler;67724;Rheinland-Pfalz;Weltklasse
1248788;Gundheim;67599;Rheinland-Pfalz;Weltklasse
964239;Gundremmingen;89355;Bayern;Weltklasse
1231983;Gunningen;78594;Baden-Württemberg;Weltklasse
2410090;Günstedt;99631;Thüringen;Weltklasse
1239656;Guntersblum;67583;Rheinland-Pfalz;Weltklasse
181169;Güntersleben;97261;Bayern;Weltklasse
2802301;Günthersleben-Wechmar;99869;Thüringen;Weltklasse
448041;Günzach;87634;Bayern;Weltklasse
964472;Günzburg;89312;Bayern;Weltklasse
1015096;Gunzenhausen;91710;Bayern;Weltklasse
1821886;Gusborn;29476;Niedersachsen;Weltklasse
1257091;Gusenburg;54413;Rheinland-Pfalz;Weltklasse
1332929;Gusow-Platkow;15306;Brandenburg;Weltklasse
1332610;Güsten;39439;Sachsen-Anhalt;Weltklasse
1466179;Güster;21514;Schleswig-Holstein;Weltklasse
1256943;Gusterath;54317;Rheinland-Pfalz;Weltklasse
1437552;Gustow;18574;Mecklenburg-Vorpommern;Weltklasse
1971863;Güstrow;18273;Mecklenburg-Vorpommern;Weltklasse
1112862;Gutach im Breisgau;79261;Baden-Württemberg;Weltklasse
453008;Gutach (Schwarzwaldbahn);77793;Baden-Württemberg;Weltklasse
1314282;Guteborn;01945;Brandenburg;Weltklasse
539699;Gutenacker;56370;Rheinland-Pfalz;Weltklasse
1240884;Gütenbach;78148;Baden-Württemberg;Weltklasse
1244227;Gutenberg;55595;Rheinland-Pfalz;Weltklasse
2404546;Gutenborn;06712;Sachsen-Anhalt;Weltklasse
962090;Guteneck;92543;Bayern;Weltklasse
357016;Gutenstetten;91468;Bayern;Weltklasse
2801251;Gutenzell-Hürbel;88484;Baden-Württemberg;Weltklasse
138119;Gütersloh;33330;Nordrhein-Westfalen;Weltklasse
138119;Gütersloh;33332;Nordrhein-Westfalen;Weltklasse
138119;Gütersloh;33333;Nordrhein-Westfalen;Weltklasse
138119;Gütersloh;33334;Nordrhein-Westfalen;Weltklasse
138119;Gütersloh;33335;Nordrhein-Westfalen;Weltklasse
2410089;Guthmannshausen;99628;Thüringen;Weltklasse
1964776;Gutow;18276;Mecklenburg-Vorpommern;Weltklasse
1022762;Guttenberg;95358;Bayern;Weltklasse
1256960;Gutweiler;54317;Rheinland-Pfalz;Weltklasse
1433750;Gützkow;17506;Mecklenburg-Vorpommern;Weltklasse
452207;Guxhagen;34302;Hessen;Weltklasse
965591;Gyhum;27404;Niedersachsen;Weltklasse
1070979;Haag;95473;Bayern;Weltklasse
29832;Haag an der Amper;85410;Bayern;Weltklasse
940688;Haag i.OB;83527;Bayern;Weltklasse
548582;Haale;24819;Schleswig-Holstein;Weltklasse
66527;Haan;42781;Nordrhein-Westfalen;Weltklasse
543186;Haar;85540;Bayern;Weltklasse
958113;Haarbach;94542;Bayern;Weltklasse
936939;Habach;82392;Bayern;Weltklasse
454707;Habichtswald;34317;Hessen;Weltklasse
1108056;Habscheid;54597;Rheinland-Pfalz;Weltklasse
550774;Haby;24361;Schleswig-Holstein;Weltklasse
453157;Hachenburg;57627;Rheinland-Pfalz;Weltklasse
1244015;Hackenheim;55546;Rheinland-Pfalz;Weltklasse
324305;Hadamar;65589;Hessen;Weltklasse
1808865;Hademstorf;29693;Niedersachsen;Weltklasse
448767;Hadenfeld;25560;Schleswig-Holstein;Weltklasse
1135977;Häfen;27568;Bremen;Weltklasse
1135977;Häfen;28197;Bremen;Weltklasse
1135977;Häfen;28237;Bremen;Weltklasse
337249;Hafenlohr;97840;Bayern;Weltklasse
898198;Hage;26524;Niedersachsen;Weltklasse
1130285;Häg-Ehrsberg;79685;Baden-Württemberg;Weltklasse
966630;Hagelstadt;93095;Bayern;Weltklasse
423187;Hagen;24576;Schleswig-Holstein;Weltklasse
1800297;Hagen;58089;Nordrhein-Westfalen;Weltklasse
1800297;Hagen;58091;Nordrhein-Westfalen;Weltklasse
1800297;Hagen;58093;Nordrhein-Westfalen;Weltklasse
1800297;Hagen;58095;Nordrhein-Westfalen;Weltklasse
1800297;Hagen;58097;Nordrhein-Westfalen;Weltklasse
1800297;Hagen;58099;Nordrhein-Westfalen;Weltklasse
1800297;Hagen;58119;Nordrhein-Westfalen;Weltklasse
1800297;Hagen;58135;Nordrhein-Westfalen;Weltklasse
1819459;Hagen am Teutoburger Wald;49170;Niedersachsen;Weltklasse
1250485;Hagenbach;76767;Rheinland-Pfalz;Weltklasse
357027;Hagenbüchach;91469;Bayern;Weltklasse
1169368;Hagenburg;31558;Niedersachsen;Weltklasse
1161863;Hagen im Bremischen;27628;Niedersachsen;Weltklasse
1451519;Hagenow;19230;Mecklenburg-Vorpommern;Weltklasse
898197;Hagermarsch;26524;Niedersachsen;Weltklasse
2783927;Hagnau am Bodensee;88709;Baden-Württemberg;Weltklasse
1421433;Hahausen;38729;Niedersachsen;Weltklasse
1015245;Hahn;56850;Rheinland-Pfalz;Weltklasse
534478;Hahn am See;56244;Rheinland-Pfalz;Weltklasse
1028557;Hahnbach;92256;Bayern;Weltklasse
451706;Hahn bei Marienberg;56472;Rheinland-Pfalz;Weltklasse
1244124;Hahnenbach;55606;Rheinland-Pfalz;Weltklasse
1245829;Hahnheim;55278;Rheinland-Pfalz;Weltklasse
1311141;Hähnichen;02923;Sachsen;Weltklasse
538926;Hahnstätten;65623;Rheinland-Pfalz;Weltklasse
1245057;Hahnweiler;55776;Rheinland-Pfalz;Weltklasse
534147;Haibach;63808;Bayern;Weltklasse
959652;Haibach;94353;Bayern;Weltklasse
958942;Haidmühle;94145;Bayern;Weltklasse
215963;Haiger;35708;Hessen;Weltklasse
2779232;Haigerloch;72401;Baden-Württemberg;Weltklasse
934470;Haimhausen;85778;Bayern;Weltklasse
942038;Haiming;84533;Bayern;Weltklasse
443593;Haina;35114;Hessen;Weltklasse
2818245;Haina;99869;Thüringen;Weltklasse
540453;Hainau;56357;Rheinland-Pfalz;Weltklasse
659753;Hainburg;63512;Hessen;Weltklasse
418126;Hainewalde;02779;Sachsen;Weltklasse
1252463;Hainfeld;76835;Rheinland-Pfalz;Weltklasse
411426;Hainichen;09661;Sachsen;Weltklasse
2778374;Hainichen;07778;Thüringen;Weltklasse
2400518;Hainrode/Hainleite;99735;Thüringen;Weltklasse
962604;Hainsfarth;86744;Bayern;Weltklasse
2778375;Hainspitz;07607;Thüringen;Weltklasse
1177460;Haiterbach;72221;Baden-Württemberg;Weltklasse
408311;Hakenfelde;13585;Berlin;Weltklasse
408311;Hakenfelde;13587;Berlin;Weltklasse
408311;Hakenfelde;13589;Berlin;Weltklasse
1389621;Halbe;15757;Brandenburg;Weltklasse
949622;Halbemond;26524;Niedersachsen;Weltklasse
1352956;Halberstadt;38820;Sachsen-Anhalt;Weltklasse
1352956;Halberstadt;38822;Sachsen-Anhalt;Weltklasse
1352956;Halberstadt;38895;Sachsen-Anhalt;Weltklasse
448296;Halblech;87642;Bayern;Weltklasse
535009;Halbs;56457;Rheinland-Pfalz;Weltklasse
1286638;Haldensleben;39340;Sachsen-Anhalt;Weltklasse
1286638;Haldensleben;39343;Sachsen-Anhalt;Weltklasse
1286638;Haldensleben;39345;Sachsen-Anhalt;Weltklasse
957701;Haldenwang;87490;Bayern;Weltklasse
964240;Haldenwang;89356;Bayern;Weltklasse
1289816;Halenbeck-Rohlsdorf;16945;Brandenburg;Weltklasse
55741;Halensee;10709;Berlin;Weltklasse
55741;Halensee;10711;Berlin;Weltklasse
55741;Halensee;10713;Berlin;Weltklasse
2186926;Halfing;83128;Bayern;Weltklasse
30008;Hallbergmoos;85399;Bayern;Weltklasse
1184661;Halle;37620;Niedersachsen;Weltklasse
2012531;Halle;49843;Niedersachsen;Weltklasse
157388;Hallenberg;59969;Nordrhein-Westfalen;Weltklasse
1080453;Hallerndorf;91352;Bayern;Weltklasse
62638;Halle (Saale);06108;Sachsen-Anhalt;Weltklasse
62638;Halle (Saale);06110;Sachsen-Anhalt;Weltklasse
62638;Halle (Saale);06112;Sachsen-Anhalt;Weltklasse
62638;Halle (Saale);06114;Sachsen-Anhalt;Weltklasse
62638;Halle (Saale);06116;Sachsen-Anhalt;Weltklasse
62638;Halle (Saale);06118;Sachsen-Anhalt;Weltklasse
62638;Halle (Saale);06120;Sachsen-Anhalt;Weltklasse
62638;Halle (Saale);06122;Sachsen-Anhalt;Weltklasse
62638;Halle (Saale);06124;Sachsen-Anhalt;Weltklasse
62638;Halle (Saale);06126;Sachsen-Anhalt;Weltklasse
62638;Halle (Saale);06128;Sachsen-Anhalt;Weltklasse
62638;Halle (Saale);06130;Sachsen-Anhalt;Weltklasse
62638;Halle (Saale);06132;Sachsen-Anhalt;Weltklasse
138701;Halle (Westfalen);33790;Nordrhein-Westfalen;Weltklasse
1246414;Hallgarten;67826;Rheinland-Pfalz;Weltklasse
1420554;Hallig Hooge;25859;Schleswig-Holstein;Weltklasse
1075993;Hallschlag;54611;Rheinland-Pfalz;Weltklasse
544953;Hallstadt;96103;Bayern;Weltklasse
2899675;Hallungen;99826;Thüringen;Weltklasse
942118;Halsbach;84553;Bayern;Weltklasse
416001;Halsbrücke;09633;Sachsen;Weltklasse
1152667;Halsdorf;54646;Rheinland-Pfalz;Weltklasse
1182312;Halsenbach;56283;Rheinland-Pfalz;Weltklasse
443486;Halstenbek;25469;Schleswig-Holstein;Weltklasse
61945;Haltern am See;45721;Nordrhein-Westfalen;Weltklasse
168558;Halver;58553;Nordrhein-Westfalen;Weltklasse
306357;Halvesbostel;21646;Niedersachsen;Weltklasse
537144;Hambach;65582;Rheinland-Pfalz;Weltklasse
532397;Hamberge;23619;Schleswig-Holstein;Weltklasse
904476;Hambergen;27729;Niedersachsen;Weltklasse
659814;Hambrücken;76707;Baden-Württemberg;Weltklasse
1259833;Hambuch;56761;Rheinland-Pfalz;Weltklasse
1799275;Hambühren;29313;Niedersachsen;Weltklasse
28971;Hamburg-Mitte;20095;Hamburg;Weltklasse
28971;Hamburg-Mitte;20097;Hamburg;Weltklasse
28971;Hamburg-Mitte;20099;Hamburg;Weltklasse
28971;Hamburg-Mitte;20354;Hamburg;Weltklasse
28971;Hamburg-Mitte;20355;Hamburg;Weltklasse
28971;Hamburg-Mitte;20357;Hamburg;Weltklasse
28971;Hamburg-Mitte;20359;Hamburg;Weltklasse
28971;Hamburg-Mitte;20457;Hamburg;Weltklasse
28971;Hamburg-Mitte;20459;Hamburg;Weltklasse
28971;Hamburg-Mitte;20535;Hamburg;Weltklasse
28971;Hamburg-Mitte;20537;Hamburg;Weltklasse
28971;Hamburg-Mitte;20539;Hamburg;Weltklasse
28971;Hamburg-Mitte;21107;Hamburg;Weltklasse
28971;Hamburg-Mitte;21109;Hamburg;Weltklasse
28971;Hamburg-Mitte;21129;Hamburg;Weltklasse
28971;Hamburg-Mitte;22087;Hamburg;Weltklasse
28971;Hamburg-Mitte;22089;Hamburg;Weltklasse
28971;Hamburg-Mitte;22111;Hamburg;Weltklasse
28971;Hamburg-Mitte;22113;Hamburg;Weltklasse
28971;Hamburg-Mitte;22115;Hamburg;Weltklasse
28971;Hamburg-Mitte;22117;Hamburg;Weltklasse
28971;Hamburg-Mitte;22119;Hamburg;Weltklasse
28971;Hamburg-Mitte;22767;Hamburg;Weltklasse
28971;Hamburg-Mitte;22769;Hamburg;Weltklasse
28971;Hamburg-Mitte;27499;Hamburg;Weltklasse
