osm_id;ort;plz;bundesland;eintrag
308245;Neuhausen;75242;Baden-Württemberg;Weltklasse
2796537;Neuhausen auf den Fildern;73765;Baden-Württemberg;Weltklasse
416545;Neuhausen/Erzgebirge;09544;Sachsen;Weltklasse
1231969;Neuhausen ob Eck;78579;Baden-Württemberg;Weltklasse
1322563;Neuhausen/Spree;03058;Brandenburg;Weltklasse
1273179;Neuhaus-Schierschnitz;96524;Thüringen;Weltklasse
1140563;Neuheilenbach;54597;Rheinland-Pfalz;Weltklasse
1186698;Neuhemsbach;67680;Rheinland-Pfalz;Weltklasse
454881;Neuhof;36119;Hessen;Weltklasse
1186466;Neuhof;31195;Niedersachsen;Weltklasse
357053;Neuhof a.d.Zenn;90616;Bayern;Weltklasse
418403;Neuhofen;67141;Rheinland-Pfalz;Weltklasse
413420;Neu-Hohenschönhausen;13051;Berlin;Weltklasse
413420;Neu-Hohenschönhausen;13053;Berlin;Weltklasse
413420;Neu-Hohenschönhausen;13057;Berlin;Weltklasse
413420;Neu-Hohenschönhausen;13059;Berlin;Weltklasse
349416;Neuhütten;97843;Bayern;Weltklasse
1257092;Neuhütten;54422;Rheinland-Pfalz;Weltklasse
659742;Neu-Isenburg;63263;Hessen;Weltklasse
1427275;Neukalen;17154;Mecklenburg-Vorpommern;Weltklasse
1451593;Neu Kaliß;19294;Mecklenburg-Vorpommern;Weltklasse
2012932;Neukamperfehn;26835;Niedersachsen;Weltklasse
420480;Neukieritzsch;04575;Sachsen;Weltklasse
1307662;Neukirch;01936;Sachsen;Weltklasse
2806601;Neukirch;88099;Baden-Württemberg;Weltklasse
382422;Neukirchen;23779;Schleswig-Holstein;Weltklasse
452198;Neukirchen;34626;Hessen;Weltklasse
959649;Neukirchen;94362;Bayern;Weltklasse
1418943;Neukirchen;25927;Schleswig-Holstein;Weltklasse
962088;Neukirchen-Balbini;92445;Bayern;Weltklasse
959920;Neukirchen beim Heiligen Blut;93453;Bayern;Weltklasse
1028546;Neukirchen bei Sulzbach-Rosenberg;92259;Bayern;Weltklasse
536007;Neukirchen/Erzgebirge;09221;Sachsen;Weltklasse
417073;Neukirchen/Pleiße;08459;Sachsen;Weltklasse
58622;Neukirchen-Vluyn;47506;Nordrhein-Westfalen;Weltklasse
958116;Neukirchen vorm Wald;94154;Bayern;Weltklasse
1307620;Neukirch/Lausitz;01904;Sachsen;Weltklasse
1515759;Neukloster;23992;Mecklenburg-Vorpommern;Weltklasse
409213;Neukölln;10965;Berlin;Weltklasse
409213;Neukölln;10967;Berlin;Weltklasse
409213;Neukölln;12043;Berlin;Weltklasse
409213;Neukölln;12045;Berlin;Weltklasse
409213;Neukölln;12047;Berlin;Weltklasse
409213;Neukölln;12049;Berlin;Weltklasse
409213;Neukölln;12051;Berlin;Weltklasse
409213;Neukölln;12053;Berlin;Weltklasse
409213;Neukölln;12055;Berlin;Weltklasse
409213;Neukölln;12057;Berlin;Weltklasse
409213;Neukölln;12059;Berlin;Weltklasse
409213;Neukölln;12099;Berlin;Weltklasse
1432537;Neu Kosenow;17398;Mecklenburg-Vorpommern;Weltklasse
1474207;Neulehe;26909;Niedersachsen;Weltklasse
1249677;Neuleiningen;67271;Rheinland-Pfalz;Weltklasse
915449;Neuler;73491;Baden-Württemberg;Weltklasse
1332956;Neulewin;16259;Brandenburg;Weltklasse
55218;Neulingen;75245;Baden-Württemberg;Weltklasse
453414;Neulußheim;68809;Baden-Württemberg;Weltklasse
1258387;Neumagen-Dhron;54347;Rheinland-Pfalz;Weltklasse
446596;Neumark;08496;Sachsen;Weltklasse
2856454;Neumark;99439;Thüringen;Weltklasse
1028812;Neumarkt in der Oberpfalz;92318;Bayern;Weltklasse
944899;Neumarkt-Sankt Veit;84494;Bayern;Weltklasse
2788892;Neumühle/Elster;07980;Thüringen;Weltklasse
62528;Neumünster;24534;Schleswig-Holstein;Weltklasse
62528;Neumünster;24536;Schleswig-Holstein;Weltklasse
62528;Neumünster;24537;Schleswig-Holstein;Weltklasse
62528;Neumünster;24539;Schleswig-Holstein;Weltklasse
962087;Neunburg vorm Wald;92431;Bayern;Weltklasse
2179196;Neundorf;07356;Thüringen;Weltklasse
2179197;Neundorf;07924;Thüringen;Weltklasse
2903168;Neunheilingen;99947;Thüringen;Weltklasse
451713;Neunkhausen;57520;Rheinland-Pfalz;Weltklasse
163257;Neunkirchen;57290;Nordrhein-Westfalen;Weltklasse
393540;Neunkirchen;63930;Bayern;Weltklasse
403751;Neunkirchen;74867;Baden-Württemberg;Weltklasse
533254;Neunkirchen;56479;Rheinland-Pfalz;Weltklasse
1187145;Neunkirchen;66538;Saarland;Weltklasse
1187145;Neunkirchen;66539;Saarland;Weltklasse
1187145;Neunkirchen;66540;Saarland;Weltklasse
1258417;Neunkirchen;54426;Rheinland-Pfalz;Weltklasse
1080490;Neunkirchen a.Brand;91077;Bayern;Weltklasse
1246625;Neunkirchen am Potzberg;66887;Rheinland-Pfalz;Weltklasse
1017484;Neunkirchen am Sand;91233;Bayern;Weltklasse
173122;Neunkirchen-Seelscheid;53819;Nordrhein-Westfalen;Weltklasse
942028;Neuötting;84524;Bayern;Weltklasse
1314218;Neupetershain;03103;Brandenburg;Weltklasse
449894;Neu Poserin;19399;Mecklenburg-Vorpommern;Weltklasse
1250428;Neupotz;76777;Rheinland-Pfalz;Weltklasse
958963;Neureichenau;94089;Bayern;Weltklasse
306684;Neuried;82061;Bayern;Weltklasse
306684;Neuried;82131;Bayern;Weltklasse
452987;Neuried;77743;Baden-Württemberg;Weltklasse
1302386;Neuruppin;16816;Brandenburg;Weltklasse
1302386;Neuruppin;16818;Brandenburg;Weltklasse
1302386;Neuruppin;16827;Brandenburg;Weltklasse
1302386;Neuruppin;16833;Brandenburg;Weltklasse
1302386;Neuruppin;16835;Brandenburg;Weltklasse
1310910;Neusalza-Spremberg;02742;Sachsen;Weltklasse
443135;Neusäß;86356;Bayern;Weltklasse
958965;Neuschönau;94556;Bayern;Weltklasse
2012366;Neuschoo;26487;Niedersachsen;Weltklasse
1314224;Neu-Seeland;03103;Brandenburg;Weltklasse
165450;Neusiß;99338;Thüringen;Weltklasse
534080;Neusitz;91616;Bayern;Weltklasse
975285;Neusorg;95700;Bayern;Weltklasse
163307;Neuss;41460;Nordrhein-Westfalen;Weltklasse
163307;Neuss;41462;Nordrhein-Westfalen;Weltklasse
163307;Neuss;41464;Nordrhein-Westfalen;Weltklasse
163307;Neuss;41466;Nordrhein-Westfalen;Weltklasse
163307;Neuss;41468;Nordrhein-Westfalen;Weltklasse
163307;Neuss;41469;Nordrhein-Westfalen;Weltklasse
163307;Neuss;41470;Nordrhein-Westfalen;Weltklasse
163307;Neuss;41472;Nordrhein-Westfalen;Weltklasse
225497;Neustadt;35279;Hessen;Weltklasse
444284;Neustadt;08223;Sachsen;Weltklasse
1136702;Neustadt;28199;Bremen;Weltklasse
1136702;Neustadt;28201;Bremen;Weltklasse
1136702;Neustadt;28277;Bremen;Weltklasse
956656;Neustadt a.d.Donau;93333;Bayern;Weltklasse
1059448;Neustadt a.d.Waldnaab;92660;Bayern;Weltklasse
335458;Neustadt a.Main;97845;Bayern;Weltklasse
1059431;Neustadt am Kulm;95514;Bayern;Weltklasse
168359;Neustadt am Rennsteig;98701;Thüringen;Weltklasse
1162990;Neustadt am Rübenberge;31535;Niedersachsen;Weltklasse
357040;Neustadt an der Aisch;91413;Bayern;Weltklasse
2179198;Neustadt an der Orla;07806;Thüringen;Weltklasse
62724;Neustadt an der Weinstraße;67433;Rheinland-Pfalz;Weltklasse
62724;Neustadt an der Weinstraße;67434;Rheinland-Pfalz;Weltklasse
62724;Neustadt an der Weinstraße;67435;Rheinland-Pfalz;Weltklasse
956803;Neustadt b.Coburg;96465;Bayern;Weltklasse
1302391;Neustadt (Dosse);16845;Brandenburg;Weltklasse
1457062;Neustadt-Glewe;19306;Mecklenburg-Vorpommern;Weltklasse
2400326;Neustadt/Harz;99762;Thüringen;Weltklasse
382433;Neustadt in Holstein;23730;Schleswig-Holstein;Weltklasse
2321819;Neustadt in Sachsen;01844;Sachsen;Weltklasse
533255;Neustadt/ Westerwald;56479;Rheinland-Pfalz;Weltklasse
443470;Neustadt (Wied);53577;Rheinland-Pfalz;Weltklasse
2778911;Neustetten;72149;Baden-Württemberg;Weltklasse
1419600;Neustrelitz;17235;Mecklenburg-Vorpommern;Weltklasse
964620;Neutraubling;93073;Bayern;Weltklasse
1332903;Neutrebbin;15320;Brandenburg;Weltklasse
941087;Neu-Ulm;89231;Bayern;Weltklasse
941087;Neu-Ulm;89233;Bayern;Weltklasse
1177478;Neuweiler;75389;Baden-Württemberg;Weltklasse
79194;Neuwied;56564;Rheinland-Pfalz;Weltklasse
79194;Neuwied;56566;Rheinland-Pfalz;Weltklasse
79194;Neuwied;56567;Rheinland-Pfalz;Weltklasse
554748;Neuwittenbek;24161;Schleswig-Holstein;Weltklasse
554748;Neuwittenbek;24214;Schleswig-Holstein;Weltklasse
109821;Neu Wulmstorf;21629;Niedersachsen;Weltklasse
1388875;Neu Zauche;15913;Brandenburg;Weltklasse
1384846;Neuzelle;15898;Brandenburg;Weltklasse
1419834;Neverin;17039;Mecklenburg-Vorpommern;Weltklasse
444231;Neversdorf;23816;Schleswig-Holstein;Weltklasse
1255913;Newel;54309;Rheinland-Pfalz;Weltklasse
1182305;Ney;56283;Rheinland-Pfalz;Weltklasse
544323;Nickenich;56645;Rheinland-Pfalz;Weltklasse
450118;Nidda;63667;Hessen;Weltklasse
450119;Niddatal;61194;Hessen;Weltklasse
535891;Nidderau;61130;Hessen;Weltklasse
163312;Nideggen;52385;Nordrhein-Westfalen;Weltklasse
1428591;Nieblum;25938;Schleswig-Holstein;Weltklasse
1428482;Niebüll;25899;Schleswig-Holstein;Weltklasse
1145095;Nieby;24395;Schleswig-Holstein;Weltklasse
1410901;Nieden;17309;Mecklenburg-Vorpommern;Weltklasse
452199;Niedenstein;34305;Hessen;Weltklasse
534485;Niederahr;56414;Rheinland-Pfalz;Weltklasse
180680;Niederaichbach;84100;Bayern;Weltklasse
1246627;Niederalben;66887;Rheinland-Pfalz;Weltklasse
959826;Niederalteich;94557;Bayern;Weltklasse
546773;Niederau;01689;Sachsen;Weltklasse
275099;Niederaula;36272;Hessen;Weltklasse
540464;Niederbachheim;56357;Rheinland-Pfalz;Weltklasse
940967;Niederbergkirchen;84494;Bayern;Weltklasse
2388837;Niederbösa;99718;Thüringen;Weltklasse
444276;Niederbreitbach;56589;Rheinland-Pfalz;Weltklasse
1244319;Niederbrombach;55767;Rheinland-Pfalz;Weltklasse
1190014;Niederburg;55432;Rheinland-Pfalz;Weltklasse
536005;Niederdorf;09366;Sachsen;Weltklasse
535889;Niederdorfelden;61138;Hessen;Weltklasse
421950;Niederdreisbach;57520;Rheinland-Pfalz;Weltklasse
1050570;Niederdürenbach;56651;Rheinland-Pfalz;Weltklasse
1286651;Niedere Börde;39326;Sachsen-Anhalt;Weltklasse
1286651;Niedere Börde;39345;Sachsen-Anhalt;Weltklasse
453845;Niederelbert;56412;Rheinland-Pfalz;Weltklasse
453846;Niedererbach;56412;Rheinland-Pfalz;Weltklasse
422438;Niederer Fläming;14913;Brandenburg;Weltklasse
1242306;Niedereschach;78078;Baden-Württemberg;Weltklasse
546648;Niederfell;56332;Rheinland-Pfalz;Weltklasse
1318357;Niederfinow;16248;Brandenburg;Weltklasse
422322;Niederfischbach;57572;Rheinland-Pfalz;Weltklasse
283718;Niederfrohna;09243;Sachsen;Weltklasse
956864;Niederfüllbach;96489;Bayern;Weltklasse
2400612;Niedergebra;99759;Thüringen;Weltklasse
1171878;Niedergeckler;54675;Rheinland-Pfalz;Weltklasse
422460;Niedergörsdorf;14913;Brandenburg;Weltklasse
1244313;Niederhambach;55767;Rheinland-Pfalz;Weltklasse
1244038;Niederhausen;55585;Rheinland-Pfalz;Weltklasse
2634804;Niederhausen an der Appel;67822;Rheinland-Pfalz;Weltklasse
1245247;Niederheimbach;55413;Rheinland-Pfalz;Weltklasse
1245800;Nieder-Hilbersheim;55437;Rheinland-Pfalz;Weltklasse
445746;Niederhofen;56316;Rheinland-Pfalz;Weltklasse
1252828;Niederhorbach;76889;Rheinland-Pfalz;Weltklasse
1245114;Niederhosenbach;55758;Rheinland-Pfalz;Weltklasse
420574;Niederirsen;57589;Rheinland-Pfalz;Weltklasse
104040;Niederkassel;53859;Nordrhein-Westfalen;Weltklasse
1186696;Niederkirchen;67700;Rheinland-Pfalz;Weltklasse
1249973;Niederkirchen bei Deidesheim;67150;Rheinland-Pfalz;Weltklasse
552968;Nieder Kostenz;55481;Rheinland-Pfalz;Weltklasse
88745;Niederkrüchten;41372;Nordrhein-Westfalen;Weltklasse
1241630;Niederkumbd;55469;Rheinland-Pfalz;Weltklasse
1748612;Niederlangen;49779;Niedersachsen;Weltklasse
1108073;Niederlauch;54614;Rheinland-Pfalz;Weltklasse
387469;Niederlauer;97618;Bayern;Weltklasse
1253800;Niedermohr;66879;Rheinland-Pfalz;Weltklasse
1253867;Niedermoschel;67822;Rheinland-Pfalz;Weltklasse
962085;Niedermurach;92545;Bayern;Weltklasse
395435;Niedernberg;63843;Bayern;Weltklasse
538923;Niederneisen;65629;Rheinland-Pfalz;Weltklasse
376924;Niedernhall;74676;Baden-Württemberg;Weltklasse
413450;Niedernhausen;65527;Hessen;Weltklasse
1169410;Niedernwöhren;31712;Niedersachsen;Weltklasse
1258882;Niederöfflingen;54533;Rheinland-Pfalz;Weltklasse
1239640;Nieder-Olm;55268;Rheinland-Pfalz;Weltklasse
2813068;Niederorschel;37355;Thüringen;Weltklasse
1252821;Niederotterbach;76889;Rheinland-Pfalz;Weltklasse
1113762;Niederpierscheid;54649;Rheinland-Pfalz;Weltklasse
1171863;Niederraden;54675;Rheinland-Pfalz;Weltklasse
958630;Niederrieden;87767;Bayern;Weltklasse
533256;Niederroßbach;56479;Rheinland-Pfalz;Weltklasse
535131;Niedersayn;56244;Rheinland-Pfalz;Weltklasse
1258870;Niederscheidweiler;54533;Rheinland-Pfalz;Weltklasse
1251118;Niederschlettenbach;76891;Rheinland-Pfalz;Weltklasse
962265;Niederschönenfeld;86694;Bayern;Weltklasse
55759;Niederschöneweide;12437;Berlin;Weltklasse
55759;Niederschöneweide;12439;Berlin;Weltklasse
407652;Niederschönhausen;13156;Berlin;Weltklasse
407652;Niederschönhausen;13158;Berlin;Weltklasse
1245179;Niedersohren;55487;Rheinland-Pfalz;Weltklasse
1085795;Niederstadtfeld;54570;Rheinland-Pfalz;Weltklasse
1252362;Niederstaufenbach;66879;Rheinland-Pfalz;Weltklasse
1152688;Niederstedem;54634;Rheinland-Pfalz;Weltklasse
415013;Niedersteinebach;56593;Rheinland-Pfalz;Weltklasse
402688;Niederstetten;97996;Baden-Württemberg;Weltklasse
2791725;Niederstotzingen;89168;Baden-Württemberg;Weltklasse
1182311;Niedert;56291;Rheinland-Pfalz;Weltklasse
940966;Niedertaufkirchen;84494;Bayern;Weltklasse
539708;Niedertiefenbach;56368;Rheinland-Pfalz;Weltklasse
2856457;Niedertrebra;99518;Thüringen;Weltklasse
959907;Niederviehbach;84183;Bayern;Weltklasse
540465;Niederwallmenach;56357;Rheinland-Pfalz;Weltklasse
445737;Niederwambach;57614;Rheinland-Pfalz;Weltklasse
1152706;Niederweiler;54636;Rheinland-Pfalz;Weltklasse
1245180;Niederweiler;55491;Rheinland-Pfalz;Weltklasse
1163503;Niederweis;54298;Rheinland-Pfalz;Weltklasse
1163503;Niederweis;54668;Rheinland-Pfalz;Weltklasse
318745;Niederwerrn;97464;Bayern;Weltklasse
547362;Niederwerth;56179;Rheinland-Pfalz;Weltklasse
401876;Niederwiesa;09577;Sachsen;Weltklasse
1248578;Nieder-Wiesen;55234;Rheinland-Pfalz;Weltklasse
959640;Niederwinkling;94559;Bayern;Weltklasse
1245113;Niederwörresbach;55758;Rheinland-Pfalz;Weltklasse
536013;Niederwürschnitz;09399;Sachsen;Weltklasse
163305;Niederzier;52382;Nordrhein-Westfalen;Weltklasse
2857011;Niederzimmern;99428;Thüringen;Weltklasse
1050566;Niederzissen;56651;Rheinland-Pfalz;Weltklasse
307876;Niefern-Öschelbronn;75223;Baden-Württemberg;Weltklasse
148596;Nieheim;33039;Nordrhein-Westfalen;Weltklasse
1171852;Niehl;54646;Rheinland-Pfalz;Weltklasse
553960;Niemegk;14823;Brandenburg;Weltklasse
1399095;Niemetal;37127;Niedersachsen;Weltklasse
548596;Nienborstel;24819;Schleswig-Holstein;Weltklasse
390042;Nienburg (Saale);06429;Sachsen-Anhalt;Weltklasse
1183257;Nienburg (Weser);31582;Niedersachsen;Weltklasse
448769;Nienbüttel;25596;Schleswig-Holstein;Weltklasse
1479254;Niendorf;23923;Mecklenburg-Vorpommern;Weltklasse
1464849;Niendorf bei Berkenthin;23919;Schleswig-Holstein;Weltklasse
1465973;Niendorf/Stecknitz;23881;Schleswig-Holstein;Weltklasse
390656;Nienhagen;18211;Mecklenburg-Vorpommern;Weltklasse
1796301;Nienhagen;29336;Niedersachsen;Weltklasse
1169359;Nienstädt;31688;Niedersachsen;Weltklasse
453726;Nienwohld;23863;Schleswig-Holstein;Weltklasse
374190;Niepars;18442;Mecklenburg-Vorpommern;Weltklasse
1259145;Niersbach;54518;Rheinland-Pfalz;Weltklasse
1239636;Nierstein;55283;Rheinland-Pfalz;Weltklasse
1145091;Niesgrau;24395;Schleswig-Holstein;Weltklasse
1311142;Niesky;02906;Sachsen;Weltklasse
1115034;Nieste;34329;Hessen;Weltklasse
1115031;Niestetal;34266;Hessen;Weltklasse
535690;Nievern;56132;Rheinland-Pfalz;Weltklasse
409219;Nikolassee;14109;Berlin;Weltklasse
409219;Nikolassee;14129;Berlin;Weltklasse
409219;Nikolassee;14163;Berlin;Weltklasse
409219;Nikolassee;14193;Berlin;Weltklasse
2179199;Nimritz;07381;Thüringen;Weltklasse
1108053;Nimshuscheid;54612;Rheinland-Pfalz;Weltklasse
1108039;Nimsreuland;54614;Rheinland-Pfalz;Weltklasse
420611;Nindorf;25704;Schleswig-Holstein;Weltklasse
548590;Nindorf;24594;Schleswig-Holstein;Weltklasse
453174;Nister;57645;Rheinland-Pfalz;Weltklasse
451714;Nisterau;56472;Rheinland-Pfalz;Weltklasse
421955;Nisterberg;56472;Rheinland-Pfalz;Weltklasse
533257;Nister-Möhrendorf;56477;Rheinland-Pfalz;Weltklasse
451715;Nistertal;57647;Rheinland-Pfalz;Weltklasse
1255962;Nittel;54453;Rheinland-Pfalz;Weltklasse
962123;Nittenau;93149;Bayern;Weltklasse
965017;Nittendorf;93152;Bayern;Weltklasse
1075161;Nitz;56729;Rheinland-Pfalz;Weltklasse
2778486;Nöbdenitz;04626;Thüringen;Weltklasse
2673575;Nobitz;04603;Thüringen;Weltklasse
539907;Nochern;56357;Rheinland-Pfalz;Weltklasse
2411245;Nöda;99195;Thüringen;Weltklasse
554564;Noer;24214;Schleswig-Holstein;Weltklasse
1244281;Nohen;55767;Rheinland-Pfalz;Weltklasse
1184602;Nohfelden;66625;Saarland;Weltklasse
331057;Nohn;54578;Rheinland-Pfalz;Weltklasse
2400519;Nohra;99735;Thüringen;Weltklasse
2857012;Nohra;99428;Thüringen;Weltklasse
453847;Nomborn;56412;Rheinland-Pfalz;Weltklasse
812182;Nonnenhorn;88149;Bayern;Weltklasse
1184607;Nonnweiler;66620;Saarland;Weltklasse
1182323;Norath;56291;Rheinland-Pfalz;Weltklasse
447969;Norddeich;25764;Schleswig-Holstein;Weltklasse
1428592;Norddorf auf Amrum;25946;Schleswig-Holstein;Weltklasse
898195;Norden;26506;Niedersachsen;Weltklasse
445852;Nordendorf;86695;Bayern;Weltklasse
548617;Nordenham;26954;Niedersachsen;Weltklasse
1149231;Norderbrarup;24392;Schleswig-Holstein;Weltklasse
1397062;Norderfriedrichskoog;25870;Schleswig-Holstein;Weltklasse
962288;Norderheistedt;25779;Schleswig-Holstein;Weltklasse
415727;Nordermeldorf;25704;Schleswig-Holstein;Weltklasse
2456879;Norderney;26548;Niedersachsen;Weltklasse
1157805;Norderstapel;25868;Schleswig-Holstein;Weltklasse
422634;Norderstedt;22844;Schleswig-Holstein;Weltklasse
422634;Norderstedt;22846;Schleswig-Holstein;Weltklasse
422634;Norderstedt;22848;Schleswig-Holstein;Weltklasse
422634;Norderstedt;22850;Schleswig-Holstein;Weltklasse
422634;Norderstedt;22851;Schleswig-Holstein;Weltklasse
415685;Norderwöhrden;25746;Schleswig-Holstein;Weltklasse
1156032;Nordhackstedt;24980;Schleswig-Holstein;Weltklasse
1021742;Nordhalben;96365;Bayern;Weltklasse
1352963;Nordharz;38855;Sachsen-Anhalt;Weltklasse
1352963;Nordharz;38871;Sachsen-Anhalt;Weltklasse
412881;Nordhastedt;25785;Schleswig-Holstein;Weltklasse
2400430;Nordhausen;99734;Thüringen;Weltklasse
410500;Nordheim;74226;Baden-Württemberg;Weltklasse
283687;Nordheim a.Main;97334;Bayern;Weltklasse
386920;Nordheim v.d.Rhön;97647;Bayern;Weltklasse
533590;Nordhofen;56242;Rheinland-Pfalz;Weltklasse
1853267;Nordhorn;48527;Niedersachsen;Weltklasse
1853267;Nordhorn;48529;Niedersachsen;Weltklasse
1853267;Nordhorn;48531;Niedersachsen;Weltklasse
157718;Nordkirchen;59394;Nordrhein-Westfalen;Weltklasse
1180040;Nordleda;21765;Niedersachsen;Weltklasse
962465;Nördlingen;86720;Bayern;Weltklasse
453003;Nordrach;77787;Baden-Württemberg;Weltklasse
1169367;Nordsehl;31717;Niedersachsen;Weltklasse
1168914;Nordstemmen;31171;Niedersachsen;Weltklasse
1420555;Nordstrand;25845;Schleswig-Holstein;Weltklasse
155780;Nordwalde;48356;Nordrhein-Westfalen;Weltklasse
1334079;Nordwestuckermark;17291;Brandenburg;Weltklasse
1244040;Norheim;55585;Rheinland-Pfalz;Weltklasse
451716;Norken;57629;Rheinland-Pfalz;Weltklasse
1415326;Norstedt;25884;Schleswig-Holstein;Weltklasse
1397831;Nörten-Hardenberg;37176;Niedersachsen;Weltklasse
546650;Nörtershausen;56283;Rheinland-Pfalz;Weltklasse
1397834;Northeim;37154;Niedersachsen;Weltklasse
1187428;Nortmoor;26845;Niedersachsen;Weltklasse
448019;Nortorf;25554;Schleswig-Holstein;Weltklasse
548558;Nortorf;24589;Schleswig-Holstein;Weltklasse
1808623;Nortrup;49638;Niedersachsen;Weltklasse
163311;Nörvenich;52388;Nordrhein-Westfalen;Weltklasse
547960;Nossen;01683;Sachsen;Weltklasse
1427215;Nossendorf;17111;Mecklenburg-Vorpommern;Weltklasse
1424392;Nossentiner Hütte;17214;Mecklenburg-Vorpommern;Weltklasse
1451561;Nostorf;19258;Mecklenburg-Vorpommern;Weltklasse
1251125;Nothweiler;76891;Rheinland-Pfalz;Weltklasse
444927;Nottensdorf;21640;Niedersachsen;Weltklasse
1149227;Nottfeld;24392;Schleswig-Holstein;Weltklasse
2818335;Nottleben;99192;Thüringen;Weltklasse
157766;Nottuln;48301;Nordrhein-Westfalen;Weltklasse
2792748;Notzingen;73274;Baden-Württemberg;Weltklasse
548575;Nübbel;24809;Schleswig-Holstein;Weltklasse
1149459;Nübel;24881;Schleswig-Holstein;Weltklasse
383674;Nüdlingen;97720;Bayern;Weltklasse
533614;Nufringen;71154;Baden-Württemberg;Weltklasse
173876;Nümbrecht;51588;Nordrhein-Westfalen;Weltklasse
549799;Nünchritz;01612;Sachsen;Weltklasse
1251034;Nünschweiler;66989;Rheinland-Pfalz;Weltklasse
1060436;Nürburg;53520;Rheinland-Pfalz;Weltklasse
62780;Nürnberg;90402;Bayern;Weltklasse
62780;Nürnberg;90403;Bayern;Weltklasse
62780;Nürnberg;90408;Bayern;Weltklasse
62780;Nürnberg;90409;Bayern;Weltklasse
62780;Nürnberg;90411;Bayern;Weltklasse
62780;Nürnberg;90419;Bayern;Weltklasse
62780;Nürnberg;90425;Bayern;Weltklasse
62780;Nürnberg;90427;Bayern;Weltklasse
62780;Nürnberg;90429;Bayern;Weltklasse
62780;Nürnberg;90431;Bayern;Weltklasse
62780;Nürnberg;90439;Bayern;Weltklasse
62780;Nürnberg;90441;Bayern;Weltklasse
62780;Nürnberg;90443;Bayern;Weltklasse
62780;Nürnberg;90449;Bayern;Weltklasse
62780;Nürnberg;90451;Bayern;Weltklasse
62780;Nürnberg;90453;Bayern;Weltklasse
62780;Nürnberg;90455;Bayern;Weltklasse
62780;Nürnberg;90459;Bayern;Weltklasse
62780;Nürnberg;90461;Bayern;Weltklasse
62780;Nürnberg;90469;Bayern;Weltklasse
62780;Nürnberg;90471;Bayern;Weltklasse
62780;Nürnberg;90473;Bayern;Weltklasse
62780;Nürnberg;90475;Bayern;Weltklasse
62780;Nürnberg;90478;Bayern;Weltklasse
62780;Nürnberg;90480;Bayern;Weltklasse
62780;Nürnberg;90482;Bayern;Weltklasse
62780;Nürnberg;90489;Bayern;Weltklasse
62780;Nürnberg;90491;Bayern;Weltklasse
2795565;Nürtingen;72622;Baden-Württemberg;Weltklasse
1171885;Nusbaum;54675;Rheinland-Pfalz;Weltklasse
2779390;Nusplingen;72362;Baden-Württemberg;Weltklasse
1246669;Nußbach;67759;Rheinland-Pfalz;Weltklasse
1244162;Nußbaum;55569;Rheinland-Pfalz;Weltklasse
941743;Nußdorf;83365;Bayern;Weltklasse
2186929;Nußdorf am Inn;83131;Bayern;Weltklasse
1465978;Nusse;23896;Schleswig-Holstein;Weltklasse
453398;Nußloch;69226;Baden-Württemberg;Weltklasse
393337;Nustrow;18195;Mecklenburg-Vorpommern;Weltklasse
454882;Nüsttal;36167;Hessen;Weltklasse
422505;Nuthetal;14558;Brandenburg;Weltklasse
422434;Nuthe-Urstromtal;14947;Brandenburg;Weltklasse
448558;Nutteln;25594;Schleswig-Holstein;Weltklasse
423183;Nützen;24568;Schleswig-Holstein;Weltklasse
534486;Oberahr;56414;Rheinland-Pfalz;Weltklasse
1246575;Oberalben;66871;Rheinland-Pfalz;Weltklasse
937907;Oberammergau;82487;Bayern;Weltklasse
1253824;Oberarnbach;66851;Rheinland-Pfalz;Weltklasse
1016396;Oberasbach;90522;Bayern;Weltklasse
939349;Oberau;82496;Bayern;Weltklasse
2186930;Oberaudorf;83080;Bayern;Weltklasse
452214;Oberaula;36280;Hessen;Weltklasse
387774;Oberaurach;97514;Bayern;Weltklasse
540466;Oberbachheim;56355;Rheinland-Pfalz;Weltklasse
1332904;Oberbarnim;15377;Brandenburg;Weltklasse
940863;Oberbergkirchen;84564;Bayern;Weltklasse
330941;Oberbettingen;54578;Rheinland-Pfalz;Weltklasse
1255967;Oberbillig;54331;Rheinland-Pfalz;Weltklasse
2778394;Oberbodnitz;07646;Thüringen;Weltklasse
2794216;Oberboihingen;72644;Baden-Württemberg;Weltklasse
2388710;Oberbösa;99718;Thüringen;Weltklasse
1244325;Oberbrombach;55767;Rheinland-Pfalz;Weltklasse
534270;Oberdachstetten;91617;Bayern;Weltklasse
119962;Oberderdingen;75038;Baden-Württemberg;Weltklasse
1245251;Oberdiebach;55413;Rheinland-Pfalz;Weltklasse
934760;Oberding;85445;Bayern;Weltklasse
937764;Oberdischingen;89610;Baden-Württemberg;Weltklasse
943532;Oberdolling;85129;Bayern;Weltklasse
445734;Oberdreis;57639;Rheinland-Pfalz;Weltklasse
1050567;Oberdürenbach;56651;Rheinland-Pfalz;Weltklasse
331020;Oberehe-Stroheich;54578;Rheinland-Pfalz;Weltklasse
453848;Oberelbert;56412;Rheinland-Pfalz;Weltklasse
387392;Oberelsbach;97656;Bayern;Weltklasse
1075133;Oberelz;56767;Rheinland-Pfalz;Weltklasse
418890;Obererbach;57612;Rheinland-Pfalz;Weltklasse
534487;Obererbach;56414;Rheinland-Pfalz;Weltklasse
